Submission_ID,Respondent_ID,Submitted_at,Loan_Id,NPS_Score,NPS_Reason,NPS_Improve,NPS_Quality,NPS_Support,NPS_Delay,NPS_Support_Challenge,NPS_Support_Challenge_Details,NPS_Battery,NPS_App,NPS_Communication,NPS_Phone_Lock,NPS_Feedback
yPGbqjB,5B45Lro,2025-11-05 17:48:00,recM2sBKC7jGkyAyk,7.0,"Good delivery 
",,,,,,,,,,,
" The correct device ordered is delivered""","Have clear delivery time
",,,,,,,,,,,,,,,
" Atleast give free cover or screen protector""",,,,,,,,,,,,,,,,
9qaY6YG,eqDP29o,2025-11-05 17:53:00,recUtCJ4CtiGBB7sT,4.0,"I don't like the quality of the phone, it's not worth the money overtime",Value for money,,,,,,,,,,
zxOA0ga,44BdvoB,2025-11-05 17:54:00,recqUihfi3VrYbB0Q,10.0,They have good products,Give more options of payment,,,,,,,,,,
KYg489M,eqDP7Rl,2025-11-05 17:59:00,recVwPnVYh3TNbcFW,10.0,It's a more convenient in networking,By reaching customers,,,,,,,,,,
rjpQ2zL,WOrdMNv,2025-11-05 18:00:00,recnsf1eochRVZ9jy,0.0,"I felt conned. I ordered a phone,delivered but after two days it failed to charge. When I took it back to the office,I was not given another phone but told there was no refund.",Learn to act when your gadgets fails clients,,,,,,,,,,
b5DMKj6,eqDP7Rl,2025-11-05 18:00:00,recVwPnVYh3TNbcFW,10.0,They just sell A new manufacturer product not repaired ones,Exchanging products when needed,,,,,,,,,,
aQy1KxB,NaXB6W,2025-11-05 18:01:00,recMX99qTWChdRLvd,7.0,,Note that,,,,,,,,,,
japr5y4,aQeoDK9,2025-11-05 18:01:00,reckYFCj3uz2yEEnu,5.0,"Virus, hugging",the virus can't operate it more than 1mint,,,,,,,,,,
zxOA1lg,ODlyj0k,2025-11-05 18:14:00,recsYmT1liOZG6BVr,10.0,,,,,,,,,,,,
1AxYRbM,1Ak5GEM,2025-11-05 18:23:00,recOjdBcktU5vdq6d,8.0,,,,,,,,,,,,
PdgNPp0,4eJKe5,2025-11-05 18:27:00,rec6LOsJNS7GxmqFY,1.0,Zero response,Keep your word,,,,,,,,,,
ZjgAWjy,gDerYNd,2025-11-05 18:33:00,rec97680LQW9Mtj7Y,0.0,I was served poorly by the worker of mophones,Proper service to the costumers,,,,,,,,,,
dWpopyz,LZzyaVG,2025-11-05 18:42:00,recVOsaavBgVREJSi,0.0,TOO HIGH INTEREST RATE,Reduce ypur interests,,,,,,,,,,
0QlYl5y,Y5RyJJ5,2025-11-05 18:45:00,recr7rJlWUuCFDQ0Z,6.0,Your customer service has deteroriated too,improve on the time taken to unlock the phone once it's locked..you take too long..2nd..improve on how you give your grace periods..i requested for a 3 day grace period but unfortu'ately the phone was locked on the 2nd day,,,,,,,,,,
VLdayrv,VLjy48N,2025-11-05 18:48:00,recsh0TBrdpJGxI2l,7.0,Because there are some places to work out,You can come up with daily payments system not weekly,,,,,,,,,,
2EZYzDD,zkMejR,2025-11-05 19:03:00,recxgzlKpMPh9k450,0.0,Very poor customer care services,Train your staff on quality customer care services,,,,,,,,,,
44qYYDY,eqDPzb0,2025-11-05 19:13:00,reccWjlqE5JSl0UeG,10.0,Very good customer service experience,"Take the client through all the processes i.e the that entails client to understand not only the repayment plan,let the client be informed of the merits too,like I was proud to hear of the discount when you pay the phone on time and when you acquire another one you get a discount, etc,also the warrant terms,I liked it.",,,,,,,,,,
KYg4rjD,ZqEEE5,2025-11-05 19:20:00,recW6Qah0HUMb4fMm,10.0,,,,,,,,,,,,
GxgVPZj,ODlygx8,2025-11-05 19:32:00,rec7WhBGVftHCMlhK,4.0,,,,,,,,,,,,
0QlY9a0,rj5M2M2,2025-11-05 19:39:00,reciMFVgp1M8nN1QL,6.0,Customer care is good,Inspect your phones before issuing to customers to ensure are in good conditions.,,,,,,,,,,
aQy1W72,2EB5ypD,2025-11-05 19:49:00,recVqg2XKRju1yVCl,10.0,,,,,,,,,,,,
BzgYvWA,yPNkR88,2025-11-05 19:50:00,recSwTkv2L35uKCVq,8.0,Quality phones and good customer service,Your systems,,,,,,,,,,
GxgV2EQ,2EB5zdV,2025-11-05 20:08:00,rec8E7S50SflRF9Cj,2.0,Selfy camera isn't responding as before.im bored with both cameras moreso front one yet have never missed payments,Have a variety of alternatives.,,,,,,,,,,
81WYvlo,DLdMrZ,2025-11-05 20:14:00,recqbu97A55hyhwAh,0.0,I brought back to you but you never returned back neither did you refund me back any money regardless i had done a deposit of 12000 and had paid for few months,Be genuine,,,,,,,,,,
VLd7Qq6,A7K5XQl,2025-11-05 20:49:00,recG82nzrTyXWs6LV,10.0,"Your customer service is brilliant... especially this guy called mofat, you need to give him a raise","Nothing, you're already doing good",,,,,,,,,,
b5DRjPo,GxKyPAp,2025-11-05 20:51:00,recxooeY4d7Bxzr7M,7.0,They allowed me to have their product with loan,U allow us paying daily,,,,,,,,,,
obpNR15,7yKoyA,2025-11-05 20:55:00,recLW28vqdcodQqNY,5.0,When you have a problem with phone there is no help,,,,,,,,,,,
eqpORXq,MeDyW20,2025-11-05 21:09:00,recyX7h6rDNBLDRI7,8.0,Great items and better customer service,Security features,,,,,,,,,,
aQyXKJy,22N2Ge,2025-11-05 21:45:00,recG4W9Rmd9CYLpYd,10.0,Paying bills on time and lowering the amount of debt i owe,By inviting many people to mophones,,,,,,,,,,
GxgEQEL,NpDQrvG,2025-11-05 22:41:00,rec9n3AOxUUFh9c3G,3.0,I purchased a phone with you guys and i chose the three months payment which i paid but now im looking at my account and what am seeing is wondering whats the meaning of it because it is claimed that i have a balance of ten thousand which is meant to total the whole amount im supposed to pay for 11 months and i had already paid the due amount that is three months plan.......So whats the meaning of it🤔🤔🤔,Payment update,,,,,,,,,,
b5DRy20,xXj1JAE,2025-11-05 23:28:00,recuhCYtOnYn63A99,8.0,,,,,,,,,,,,
GxgEWNk,QKMWdbG,2025-11-06 00:55:00,rec9MnrFWL9liGbZ3,4.0,Customer care responses,Be honest,,,,,,,,,,
jap8lqQ,bax2J1,2025-11-06 02:24:00,recr5N9W5E1SqM6Xj,10.0,It's very convenient,Share out about the recent transaction list,,,,,,,,,,
EkgobJl,b59yDAe,2025-11-06 03:53:00,recAaCWil4QaP0ktO,10.0,Good,Good,,,,,,,,,,
kdp8RVo,44BydXX,2025-11-06 03:58:00,recoGtUpeGAeyFtg4,10.0,Reliable gadgets,Noted nothing to he changed,,,,,,,,,,
PdgZ8ob,jabYYla,2025-11-06 04:15:00,rec7M05VNQraBOMZQ,5.0,"Efficiency, terms and overhead costs.",Revisit your terms to charge realistic interests.,,,,,,,,,,
vGp8p5Q,jjoG21,2025-11-06 05:16:00,rec1in3IzyJx6yy8e,9.0,Convince,Allow for an options for Premium accessories.,,,,,,,,,,
GxgOP9L,pbeGylB,2025-11-06 06:17:00,recD99L7t995VxabH,10.0,10,Perfect,,,,,,,,,,
81Wb70O,rjB1x25,2025-11-06 06:54:00,recFZqxGnudfO7ID7,9.0,It’s the best,Get iphone 17 ya kulipa mdogomdogo,,,,,,,,,,
xXo8kz5,GMdabj,2025-11-06 07:05:00,recBAntJkRj6Audcy,10.0,There phone are legit and they gives you a time to make and receive calls,We introduced airtel money and calls on mophones,,,,,,,,,,
J9gvqEJ,dRdxgq,2025-11-06 07:27:00,recYTdcNJjJQgB1FT,9.0,,,,,,,,,,,,
japA62Y,kMPMeZ,2025-11-06 07:37:00,rectTVKdRmiH9jPIX,10.0,,,,,,,,,,,,
Zjgr67o,D4KEkvE,2025-11-06 08:02:00,reczG8H0AY6VxGIxN,2.0,Am so disappointed in the phone that I took. Have been to your shop close to 7 times with just the same issue. am more disappointed in myself for doing this review since nothing will change.,believe when a client complaint that what you gave them is faulty.,,,,,,,,,,
obpLoDM,7RbgxLz,2025-11-06 08:25:00,rec7MF6bR6lSJoLxY,5.0,Payments,Upgrades system to daily payment,,,,,,,,,,
RGgyRrl,Lep7oy,2025-11-06 08:28:00,recFogbk0d2x25Bzg,4.0,Depends with my friends and family needs,I would like for you to start selling accessories eg Phone cases because it is hard to acquire Ex UK cases for a cheap price,,,,,,,,,,
PdgJ2v5,VLjB02E,2025-11-06 08:50:00,recpy32cxcpwwQ6xJ,5.0,5,Communication been trying to check my balance but no feedback,,,,,,,,,,
eqpWYPJ,NGZl4O,2025-11-06 09:14:00,recvELUrUeDrPFpwP,6.0,The phone is fine apart from a few problems that start developing like finger print doesn't work,Keep in touch with customers for more feed you might see a common problem,,,,,,,,,,
689EVOe,GxKjDJj,2025-11-06 09:26:00,recfaPjJaKqnzb0ZN,10.0,Phone is nice,Reduce weekly rate,,,,,,,,,,
44qVgrY,L46Jd1,2025-11-06 10:45:00,reckAeNgVLfxBZq0S,10.0,I have used the phone for 10montgs now and no issues with the phone,None of the above,,,,,,,,,,
b5DJ9dE,pgKbOb,2025-11-06 11:13:00,recDSlgMbzzblWF6q,9.0,They are expensive but their phones are genuine,Include insurance cover on the phones from client side of view,,,,,,,,,,
b5DJyO7,kd9QD4M,2025-11-06 13:03:00,rec3F60HEZQdHj8kA,10.0,Reliable,Grace period,,,,,,,,,,
1AxeWNl,9qXPDPE,2025-11-06 14:16:00,recnEFlWp937qyrDO,0.0,I can't be using a phone with all permissions disabled. I can't download my own music or even connect USB. What's the real use of a smartphone,I am no longer interested in what will be done. I'll just pay and leave,,,,,,,,,,
pbMEa5J,Y5RXbK5,2025-11-06 17:01:00,recuzFPeQsrcWQICa,,10,Decentralisation,,,,,,,,,,
5BQRbpo,Y5RBP26,2025-11-07 03:51:00,recLpwQdyt5xRd7Ti,10.0,Good service,Ease access of repair center,,,,,,,,,,
obpWA25,LZzxpgJ,2025-11-07 05:10:00,recOmNLOMtlsKwI1X,9.0,,,,,,,,,,,,
ODgv85M,xXjbZ9o,2025-11-07 06:13:00,rec6f677EsOmtctvm,10.0,,,,,,,,,,,,
b5DPNO1,q4aQPJ2,2025-11-07 06:14:00,recf2S9uXLUw2q1wZ,7.0,Because the finger print restrictions,Kindly stop requesting the fingerprint,,,,,,,,,,
b5DbZXg,81zDyB5,2025-11-07 09:00:00,recMoYSqecKAA8diD,10.0,I love the service,Pick calls more often,,,,,,,,,,
D4YgAVZ,aWYpDq,2025-11-07 10:39:00,recih7pd4MXz4qb7D,10.0,Perfect services,About weekly payments make even that you can pay a day and still enjoy,,,,,,,,,,
WOgxggv,xq6GBd,2025-11-07 11:21:00,recSsLvRLQXTaYzFY,9.0,You are very affordable and reliable,You could also expand your service to other towns,,,,,,,,,,
aQo9kDE,A7KgYbB,2025-11-08 17:47:00,recsYmT1liOZG6BVr,10.0,Good service,Nothing at the moment,,,,,,,,,,
QKy1qAY,yPNQaJx,2025-11-08 18:43:00,rec5PPoQBOWbxG54t,3.0,"I feel like I'm not the first user of my phone,it freezes and glitch like it's refurbished and I don't appreciate that. Being that we pay almost double the prize I think we deserve the best n not the rest.",I know u r helping us help ourselves and we appreciate. But I think it would be fair and also trustworthy of u to give the best of your products.,,,,,,,,,,
zxvMbqg,QKMGyjk,2025-11-09 14:20:00,recQyJFH7Jo2VTn2F,5.0,You limiting the users from accessing apk apps which could be important,"Improve on how the user can access every site, apps without being limited cuz the user is already paying the loan",,,,,,,,,,
44drg1A,VLj20Aj,2025-11-10 05:48:00,recZHIfIiInKC2Qju,7.0,No one can even know my phone is on loan u dont harrase your customers and reply incase of an issue is very okay excep...,Check on the Microsoft coz your phones with networks it's quite disturbing... except the whatsap customer care,,,,,,,,,,
6852AyJ,NpDGPlb,2025-11-10 08:17:00,recQFgQjNatxfDNe5,0.0,You are thieves,Give me back my phone or refund my deposit,,,,,,,,,,
KYyoDvA,jabd9zQ,2025-11-10 19:06:00,recqW5ZTH1qxVQBNV,,To achieve the maximum,By giving more loans,,,,,,,,,,
rjWVALM,2Ea8oK9,2025-11-11 03:50:00,recGog4RSwof7p5HA,10.0,Very effective customer care services,Be sharing more sale offers whenever you have.,,,,,,,,,,
9q5OaDX,VLQEWgj,2025-11-11 06:20:00,reciGnmEsGd2S3n8h,8.0,Was good,Allow someone to retake another phone after returning,,,,,,,,,,
lbZWZMp,RE9DJl,2025-11-11 11:06:00,recLaLJRIEuKk40ti,8.0,Affordable,Time taken to solve an issue.,,,,,,,,,,
yPkqEGp,44JaP6k,2025-11-11 17:09:00,recsYmT1liOZG6BVr,10.0,Good service,None at the moment,,,,,,,,,,
b5GAD5o,XxJ4Y1z,2025-11-13 07:32:00,rec9rUqQ35kE8pkUR,5.0,Needs a lot to improve as a company,Honesty regarding phone situation,,,,,,,,,,
kdYJk6o,2WZVlb,2025-11-15 14:06:00,recFLn5ZY4fivbBdO,10.0,Coz I have 0ne and it working perfect,"Gift me 2nd phone 
",,,,,,,,,,
" Need s24 ultra or i phone 15""",,,,,,,,,,,,,,,,
dWVMDOD,RGMRb9j,2025-11-15 15:57:00,recPFEra5AQhwsf1T,8.0,good and fasr services,more phones,,,,,,,,,,
vGbR6gD,WOEMJeR,2025-11-16 09:55:00,reczlPq05ZWz00PWP,5.0,The devices are good but they are restricted in terms of access. Can't even set-up my work email,"For full cash purchase, devices should be fully unlocked",,,,,,,,,,
9qyqEMK,yP2ed7W,2025-11-17 11:57:00,recMvjgHZj98oHs2Y,9.0,Reliable,Communication and security support,,,,,,,,,,
7RzqLO9,NplMEyl,2025-11-17 17:01:00,recp0Sn6XbelAsTVU,,I want to now my balance,,,,,,,,,,,
9qy9xaQ,LZ76KKl,2025-11-18 04:32:00,recsA8OMnpu5TPMjb,8.0,,,,,,,,,,,,
Bzl7ek5,Pd1k77B,2025-11-18 17:30:00,rec4BvCKIrZtWHxYP,10.0,They understand you,Increase types of phones,,,,,,,,,,
0Qyj5gj,aQ5gjvZ,2025-11-20 10:37:00,reczhO84o7DrVs2OF,5.0,Am really disappointed with my second phone I got from you guys,Follow up with your clients,,,,,,,,,,
WOBpBpa,b5jy20E,2025-11-20 10:40:00,recXBo5ME8YsrRjt3,10.0,,,,,,,,,,,,
jaY9XJJ,zxyWOYZ,2025-11-20 10:51:00,recRO9LtqRfIkyT2b,8.0,Personal issues,Customer service,,,,,,,,,,
RGaB1Av,D4kPAXR,2025-11-20 10:53:00,recnMnFLW1F7w7PvC,2.0,,,,,,,,,,,,
xX1N7r5,dWa1Kzz,2025-11-20 10:55:00,recoW5KUEPOqNT2nc,8.0,Nice phones but considering payments might be expensive,Let me use the phone for a week then I'll share my experience but so far no bad reviews,,,,,,,,,,
ZjKRAXo,5YVN9Q,2025-11-20 10:58:00,rec1I4Edrs4d5BdhW,10.0,Effective service delivery,Introduce loans to supplement the phones package,,,,,,,,,,
OD9Bq67,BzdljgN,2025-11-20 11:03:00,recb2zYcUnH8cJq2K,6.0,Biometrics are not working,If the issue can be fixed,,,,,,,,,,
1Ay2aNb,Bzdl0XQ,2025-11-20 11:17:00,recB0Q8xhrW1NJDln,1.0,Service,Tell the truth,,,,,,,,,,
ZjKRxkv,XxJkNGe,2025-11-20 11:34:00,reciTf9t034DqJ9HD,10.0,I got an iPhone 11 and the performance is superb,Check on battery life for your phones,,,,,,,,,,
7RzJ44P,kde1LBM,2025-11-20 13:29:00,rec1ONnMGeWkt6FBP,4.0,"My phone has a problem and please let me know how to go about it . 
",,,,,,,,,,,
 1. Mouth piece isn't functioning properly ,,,,,,,,,,,,,,,,
" 2. It has developed a black line at the lower part of screen and it's spreading""",Help me in this and it's iPhone 11,,,,,,,,,,,,,,,
q4MYWJ7,ja6EK0Q,2025-11-20 14:06:00,recEU6Q0T51DD0GDu,1.0,Poor service and customer service experience,Quality of products should be checked on,,,,,,,,,,
VLA96VM,pby6o08,2025-11-20 14:47:00,recWmMeaFUttrKvku,6.0,Phones are not insured incase of theft,Insurance of phones,,,,,,,,,,
q4MY2GY,ja6qyZR,2025-11-20 15:17:00,rec1R1R2HVLlbHYGn,10.0,Because when I need them they there for me every time,This is my second phone. And no pressure from them! They are so good 🥰 ! Thank you mophones,,,,,,,,,,
dW1Q9jz,D4kMWdN,2025-11-20 15:55:00,recDK57IkHZ8vGGn6,10.0,The customer service are kind and reply very fast,Make a mophones app for iPhones so that someone can keep track of their payments thanks,,,,,,,,,,
NpQ88d0,9q9g47p,2025-11-20 16:54:00,recf0FPG9kUcmlCcL,10.0,,,,,,,,,,,,
PdekAEe,ZjEAxl5,2025-11-21 11:21:00,recEA14B7dcv17DV1,10.0,Their devices are amazing,Am cool,,,,,,,,,,
7RzEWEP,D4k7Dej,2025-11-21 14:47:00,receojS2hcqoPTM15,7.0,The phone works best and its quality is very good,Fatness in delivery,,,,,,,,,,
pb1zXyV,9L9Nk1,2025-11-21 16:21:00,recNpOCQmWAA16ufY,3.0,,,,,,,,,,,,
kd1z4Dd,ja64ANa,2025-11-21 16:32:00,rec9pMsXGt8sRWm8h,4.0,The phone you delivered to me less than a week ago is seriously overheating,Double check the phones,,,,,,,,,,
kd1zLMo,obe1B91,2025-11-21 17:08:00,recdbXVZ59qXdnubK,10.0,Mo.phones are very convenient,Payment methods,,,,,,,,,,
EkE6jxL,yP2AW2g,2025-11-21 17:23:00,rec63k408Nvqbpx91,8.0,,,,,,,,,,,,
Y5vqxeN,kLYrje,2025-11-21 19:42:00,recApzKmt31yPXXTW,3.0,The total amount its twice the buying price,To reduce the interest,,,,,,,,,,
RGare4v,Vr5qOy,2025-11-21 20:58:00,recjB2YEijISbeaar,10.0,Because I love your service,Nothing I'm good 👍,,,,,,,,,,
EkEayoA,LZ9Xx5J,2025-11-21 22:09:00,recZl51FXWV0U6u4u,0.0,Poor customer service,Overall,,,,,,,,,,
VLAdJKl,44JVvJB,2025-11-22 07:34:00,recqShWkmwl9ip9n7,4.0,I have had the worst experience with the phone,Have a one on one conversation with your clients and atleat try to resolve issues fairly.,,,,,,,,,,
7Rzk4X9,q4D0aB9,2025-11-24 10:58:00,recCubDKxk9ZDe41v,,10,,,,,,,,,,,
q4MlJ0k,Gx989PO,2025-11-24 11:11:00,recvcxOaJAgzKMCUi,0.0,6 days with no peace with this phone,Quality of your phones,,,,,,,,,,
2Ey6Dze,VLQa4pa,2025-11-24 11:14:00,rece3chK7cLFpLnKM,,Hamuko sawa,Nilinunuwa simu kutoka kwenyu na situmii haiku sawa so I need my money back,,,,,,,,,,
68yBplk,RGMEoRv,2025-11-24 11:15:00,recXsvAFJ7eMj2vHb,4.0,"Simu yangu ilipasuka kioo ya nyuma na naogopa kuleta Isikae sana huko,","The is good, I like it",,,,,,,,,,
zxo6L2a,81a7LyO,2025-11-24 11:16:00,recKHZV5mhWGG6C9v,9.0,It's convenient.,Extend the loan schedule period.,,,,,,,,,,
Gx4Pbdz,vGeoPXl,2025-11-24 11:19:00,recHwskT0JZ42f6bN,7.0,,,,,,,,,,,,
xX1WzZE,yP2VJ2x,2025-11-24 11:20:00,recpkbcbK4tTPIMmz,9.0,,,,,,,,,,,,
eqlXzve,XxJZ4Dj,2025-11-24 11:21:00,recyxOMXND6ycSUb0,10.0,,,,,,,,,,,,
RGa9jep,MeNoEJg,2025-11-24 11:22:00,recUrjcqZdOy2yHqB,4.0,The phones overhears no permanent solution other things good,Make sure all the phones are in perfect condition,,,,,,,,,,
OD9NVG7,9q9rodK,2025-11-24 11:23:00,recJgpoAcAA6J7rAG,2.0,,,,,,,,,,,,
eqlXoAq,lbbkX5v,2025-11-24 11:24:00,recAB9DbmJARAv3GQ,8.0,,,,,,,,,,,,
D4PGa6p,ZjEq2Ra,2025-11-24 11:24:00,recwAAw2H6qJXILwD,10.0,3,Today idont have money tomorrow's u will p,,,,,,,,,,
LZN2oGG,J9p5OxK,2025-11-24 11:24:00,recZk5wYBexKOl3f3,9.0,Very efficient,,,,,,,,,,,
q4MlNd2,obeX2QO,2025-11-24 11:24:00,recZLOJeZUmBCjOcI,9.0,So reliable,Phone cases,,,,,,,,,,
RGa9rWj,KY5dVkD,2025-11-24 11:24:00,rec6bht36gdBESL61,10.0,They are the best...have original phone's,To consider for paying daily,,,,,,,,,,
PdeqrKx,VLQ2zvl,2025-11-24 11:24:00,receDw9wswWP4sZwO,7.0,Rest,To all,,,,,,,,,,
NpQZO6G,RGMEDl4,2025-11-24 11:24:00,rec3UALUCyFEPeW1z,10.0,Phone is excellent,Just nothing,,,,,,,,,,
jaYVEaJ,rjazokX,2025-11-24 11:25:00,recUlHN0NtswThbDH,6.0,NO reason,Nothing.,,,,,,,,,,
Gx4P7do,RGMEDg4,2025-11-24 11:25:00,recEoa9bN8tUHYoSE,2.0,Good devices,Just asking I got a phone from you I returned it for repair but couldn't raise the money from repair how can you help. Me get another device,,,,,,,,,,
ZjKBQOz,A721BQy,2025-11-24 11:25:00,recSuD3FBKFEsZLQ0,10.0,Quality devices,Device usage and software input,,,,,,,,,,
lb1E4Zv,rjazoeM,2025-11-24 11:25:00,recjW0EFRyyLX33zS,0.0,,,,,,,,,,,,
Y5vAqRB,Y50N49v,2025-11-24 11:25:00,rec7MJbEJm8x7d1T0,9.0,Mophones values there customers,maintain the services provision..,,,,,,,,,,
ZjKBQzv,5BjWZoE,2025-11-24 11:25:00,rec0gaonOcIJZ0yiM,2.0,Privacy is a must . Ensure that.,I have realised your admin is able to see what/or sites I'm visiting. That's very 👎,,,,,,,,,,
RGa9rkK,eqQkaW0,2025-11-24 11:25:00,recKh5g1U6XoKjwh2,0.0,Because the phone is so bad,I don't know,,,,,,,,,,
eqlXozl,ZjEq2By,2025-11-24 11:26:00,recaZSvljEAIgdXoo,10.0,Straightforward easy process in getting a phone,So far everything is okay,,,,,,,,,,
D4PGWZl,QKeP7l8,2025-11-24 11:26:00,recB2fAxfhiFoKyAq,10.0,Good service,Discounting,,,,,,,,,,
PdeqP8x,KY5dV28,2025-11-24 11:26:00,recE6Yr6UFCbq0PxM,3.0,The mophones does accept other lines apart from the one which was used during registration.,Change the software to improve other lines,,,,,,,,,,
XxkbNZV,AkX5gW,2025-11-24 11:26:00,recbVUE5w9MSXCls1,10.0,,,,,,,,,,,,
ob1jxP1,rXApL2,2025-11-24 11:27:00,recc6Uz5GZQit6UNI,9.0,"Very efficient,good amd flexible.",Enable developer options,,,,,,,,,,
Y5vAqAq,REMP8P,2025-11-24 11:27:00,recLWMLg97jFRp7jo,9.0,I have used it for over 2 years and its been very ok,Daily payments. So someone can pay daily when they cannot afford the weekly at the moment,,,,,,,,,,
rj1Zq6M,dWaB9Vd,2025-11-24 11:28:00,recSO4fb4jG9crhLb,1.0,"I took their phone it had an issue and on returning it they banned me from accessing their services and it was my first time , it felt bad actually , they should not be banning people just because they had issues with the phone and returned it","Consider customer issues when they report them and understand them , not by denying them access not to get any device , personally I love mophones coz am an S series lover but they made me to disregard them",,,,,,,,,,
81yl2d5,pby8OB8,2025-11-24 11:28:00,recXgBSp5oi36DJqD,10.0,Quality phones,Extension to atleast 5days,,,,,,,,,,
44ybEjk,EkdLDb2,2025-11-24 11:29:00,recN7MRq18npveTGL,10.0,The phones are of good quality,Loan interest,,,,,,,,,,
eqlXy2O,XxJZ0GY,2025-11-24 11:29:00,rec45R6dqdxTudJf6,0.0,I have not been answered,Feedback in time,,,,,,,,,,
eqlXyvJ,81a7xPO,2025-11-24 11:29:00,recTre3UWBXV3vmFf,0.0,They were very unprofessional and took my phone and reowned it very stupid people,Nothing I moved om,,,,,,,,,,
OD9NrVk,A721vbk,2025-11-24 11:29:00,recxECd5JdkuJeUSv,9.0,Fingertips,The phone does not recognize fingerprint,,,,,,,,,,
jaYVgAa,7RL6xM9,2025-11-24 11:30:00,recVlyKoInePjldoZ,10.0,10,all is well,,,,,,,,,,
9qyKxKQ,Gx98l52,2025-11-24 11:31:00,recnGQAbu70Qk0bzy,1.0,No touch sensitivity,Touch sensitivity,,,,,,,,,,
xX1W6K9,baJ5ve,2025-11-24 11:32:00,reczrOHGSa1JcWnrb,10.0,"No payment issues and even when the phone is locked, after payment it unlocks instantly",Lower deposit and maybe increase payment months or the weekly amount,,,,,,,,,,
rj1ZgVv,vRy02D,2025-11-24 11:33:00,recHoBX1nUEvOgKge,8.0,Consideration to their customer is top notch phone is not permanently locked when not paid some important apps can still be accessed,Customer service and timely response at times payment can be made but it takes very long time for the phone to open leading to inconvenience especially when having urgency errands,,,,,,,,,,
KYZjglg,2EaQPde,2025-11-24 11:33:00,recoFrWsD4UZYE6VY,10.0,No hitches.,Give me a two month unlocked grace period?,,,,,,,,,,
WOB7g1J,D4kgzgq,2025-11-24 11:33:00,recmcDZJVqasRTpXB,0.0,Because you guys are scammers and exploiters,"Nothing literally, just close down and go home",,,,,,,,,,
5BDAQVM,lX1MRN,2025-11-24 11:33:00,recs3CvAMsP4mR1eD,8.0,Not 100% recommendable,Customer service,,,,,,,,,,
WOB7QeJ,J9p5z0o,2025-11-24 11:34:00,recA3QfR2qmBfPsWw,1.0,Frankly speaking am not happy with the phone .....what makes it hung .....screen shaking continuously until you restart it ......,Considering the money am paying I didn't deserve this kind of service from you...you already know my problem...what you can do is simply solving it,,,,,,,,,,
gD1ogll,gDdKGzK,2025-11-24 11:34:00,recCLo90gmefTvhXe,1.0,The devices provided are not worth the price,Providing more detailed information upfront would help me make decisions more easily.,,,,,,,,,,
J9x4gvr,eqQkeDE,2025-11-24 11:34:00,recZxeDLoCEoMY0WG,9.0,Reliability,Reduce prices,,,,,,,,,,
0QyWlgP,b5jbx5e,2025-11-24 11:35:00,recNPh9ncLX5OU3wE,9.0,Great products,Customer care,,,,,,,,,,
EkEOgOB,5BjW14P,2025-11-24 11:35:00,recMzE3X9qFvXif6L,,,The locking timing,,,,,,,,,,
WOB7gae,pby8BrZ,2025-11-24 11:35:00,reclnM2VbCD89CbUK,8.0,I like mofon,,,,,,,,,,,
OD9Ng9A,44JGY5b,2025-11-24 11:35:00,recVNCoDWBEoXx9tL,10.0,My phone was faulty but the issue got resolved within a short time.,"Payment time extension,. To cover the days/time taken to have a device checked or fixed by your tech.",,,,,,,,,,
zxo6OkM,BzdMkdY,2025-11-24 11:36:00,recC5lnzJZPaf6caI,10.0,"Good customer service more so from Christine Muloko, she explained everything clearly no hidden stories like others companies.",So far so good.,,,,,,,,,,
7Rzk5XA,J9p5A6X,2025-11-24 11:36:00,recAPihwo1WUIhtJL,6.0,Reliable,Currently it's all good,,,,,,,,,,
q4Mlpk2,5BjWxR6,2025-11-24 11:36:00,recKbBBqdYYUCUHFa,1.0,"Feels inhuman when you loose your gadget that you e been paying then asked to clear balance and pay another deposit so that you can have another gadget,..thought there's insurance cover for such cases","When one proves he/she is honest with a case,should be treated humanly mostly if she's paid 80% and above without fail.",,,,,,,,,,
EkEOYKN,Pd1V56x,2025-11-24 11:36:00,recxKZqOGn0FUZyEP,1.0,"Battery are pathetic
",,,,,,,,,,,
 Display on the screen that the device belongs to,,,,,,,,,,,,,,,,
" an organisation is pathetic""","Check ur phones battery properly 
",,,,,,,,,,,,,,,
" Remove the display message""",,,,,,,,,,,,,,,,
q4Mlppk,obeXGrV,2025-11-24 11:37:00,recHbkr4EiWvK5RWt,8.0,"Mophones are really the best listeners. When you call or chat, and you request a day or more they normally listen and act on the spot.","I would recommend a daily payment plan in future or soon coz. I might have half of the weekly payment and I can't be allowed to pay for the phone to be unlocked.
",,,,,,,,,,
" Regards""",,,,,,,,,,,,,,,,
7Rzk5K9,kdeM6Ar,2025-11-24 11:37:00,reczMrt3yL0mspnHL,7.0,I stayed around for hours,Many things and more ✨️,,,,,,,,,,
lb1EZVN,2EaQN1j,2025-11-24 11:37:00,receXJ8LtMZzYmgvW,9.0,Your phone is nice and legit,Giving us a 1 week gross pay kindly,,,,,,,,,,
81yl5AP,yP2V9jg,2025-11-24 11:37:00,recLpuWLAeCo8tUcC,10.0,Its best,Phone battery,,,,,,,,,,
zxo6vN1,1Adq7rb,2025-11-24 11:37:00,recIj6EelOXtNc8vf,9.0,Good and quality products,I'm satisfied myself,,,,,,,,,,
